Name,SMILES,Metabolite,Type,ACYLSUGAR-BIOSYNTHESIS,ALKALOIDS-SYN,ANTHOCYANIN-SYN,APOCAROTENOID-SYN,AURONE-SYN,Abscisic-Acid-Biosynthesis,Aroma-Compound-Biosynthesis,Auxin-Biosynthesis,BETALAIN-ALKALOIDS,C40-Carotenoids-Biosynthesis,CINNAMATE-SYN,COUMARIN-SYN,CYANOGENIC-GLUCOSIDE-SYN,CYCLITOLS,CYTOKININ-BIOSYNTHESIS,Caffeine-Biosynthesis,Cyclitols-Biosynthesis,DITERPENOID-SYN,FATTY-ACID-DERIVATIVE-SYN,FLAVANONES-SYN,FLAVONE-SYN,FLAVONOID-SYN,FLAVONOL-SYN,GIBBERELLIN-SYN,GIBBERELLINS-BIOSYNTHESIS,GLUCOSINOLATE-SYN,INDOLE-PHYTOALEXIN-SYN,ISOFLAVONOID-PHYTOALEXINS,ISOFLAVONOID-SYN,ISOPRENOIDS,ISOQUINOLINE-ALKALOIDS,Jasmonates-Biosynthesis,LEUCOANTHOCYANIDIN-SYN,LIGNAN-SYN,LIGNIN-SYN,Lycopene-Biosynthesis,MEP-Pathways,MONOTERPENOID-SYN,N-CONTAINING-SECONDARY-CMPD-SYN,NON-PROTEIN-AMINO-ACID-SYN,PHENYLPROPANOID-SYN,PHYTOALEXIN-SYN,POLYKETIDE-SYN,PYRROLIDINE-ALKALOIDS,Phytate-Biosynthesis,Plant-Hormone-Biosynthesis,QUINOLINE-ALKALOIDS,QUINONE-SYN,Resin-Acids-Biosynthesis,Rosmarinate-Biosynthesis,Rotenoids-Biosynthesis,S-CONTAINING-SECONDARY-CMPD-SYN,SESQUITERPENE-LACTONE,SESQUITERPENOID-SYN,SUGAR-DERIVS,TERPENOID-ALKALOIDS,TERPENOID-PHYTOALEXINS,TERPENOPHENOLICS-SYN,TRITERPENOID-SYN,TROPANE-ALKALOIDS,Terpenoid-Biosynthesis,Toxin-Biosynthesis,XANTHONE-SYN,Yatein-Biosynthesis
daidzin,C([C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)OC3(\C=C/C4(/C(C(/C2(\C=C/C(/O)=C\C=2))=C/OC(/C=3)=4)=O))))O,CPD-3424,['ISOFLAVONOID-PHYTOALEXINS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalbergioidin,C3(\C(\O)=C/C(O)=C(C1(COC2(\C(\C1=O)=C(/C=C(/C=2)/[O-])\O)))\C=3),CPD-6646,['ISOFLAVONOID-PHYTOALEXINS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalcochinin,C=C([C@@H]2(OC3(\C=C/C4(/[C@@H]([C@H]1(C5(/C=C(C(/OC)=C\C(OC[C@H]1OC(/C(\C2)=3)=4)=5)/OC)))O))))CO,CPD-9711,['ISOFLAVONOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalcochinin-8'-O-&beta;-glucoside,C=C(CO[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))[C@H]2(CC4(/C(/O2)=C\C=C3([C@H](O)C5(C(OC/3=4)COC6(\C\5=C/C(/OC)=C(/C=6)/OC))))),CPD-9677,['ISOFLAVONOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalnigrein,COC3(\C(/C1(/C(=O)C2(/C=C(C(/O)=C\C(\O\C=1)=2)/OC)))=C/C(/OC)=C(/C=3)/OC),CPD-9716,['ISOFLAVONOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalnigrein 7-O-&beta;-D-apiofuranosyl-(1-6)-&beta;-D-glucopyranoside,COC5(/C=C(C(/OC)=C\C(\C3(\C(C4(/C=C(C(/O[C@@H]1(O[C@H]([C@@H](O)[C@H](O)[C@@H](O)1)CO[C@H]2([C@H](O)[C@](CO)(O)CO2)))=C\C(\O\C=3)=4)/OC))=O))=5)/OC),CPD-9695,['ISOFLAVONOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalpatein,COC4(/C=C1(C(/OCO1)=C\C(\C2(\C(C3(/C=C(C(/O)=C\C(\O\C=2)=3)/OC))=O))=4)),CPD-9710,['ISOFLAVONOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalpatein 7-O-&beta;-D-apiofuranosyl-(1->6)-&beta;-D-glucopyranoside,COC6(/C=C1(C(/OCO1)=C\C(\C4(\C(C5(/C=C(C(/O[C@@H]2(O[C@H]([C@@H](O)[C@H](O)[C@@H](O)2)CO[C@H]3([C@H](O)[C@](CO)(O)CO3)))=C\C(\O\C=4)=5)/OC))=O))=6)),CPD-9693,['ISOFLAVONOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dammara-20,24-dien",CC(C)=CCCC([C@H]1(CC[C@@]4([C@H]1CC[C@@H]3([C@@]2([C@H](C(C)(C)CCC2)CC[C@]34C)(C)))(C)))=C,CPD-10642,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dammarenediol II,CC(C)=CCC[C@](O)([C@@H]1([C@@H]2([C@@](C)(CC1)[C@]3(C)(CC[C@H]4(C([C@@H](O)CC[C@](C)([C@@H](CC2)3)4)(C)C)))))C,CPD-9240,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
daphnetin,C1(\C=C/C2(/C(/O1)=C(C(/O)=C\C=2)/O))(=O),CPD-14427,"['COUMARIN-SYN', 'COUMARIN-SYN']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daphnetin-8-glucoside,C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC2(/C3(OC(=O)\C=C/C(\C=C/C(/O)=2)=3))),CPD-14428,['COUMARIN-SYN'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daphnin,C2(\C=C(C(\O)=C1(C(/C=C\C(=O)O1)=2))\O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3)),DAPHNIN,['COUMARIN-SYN'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deacetoxyvindoline,CC[C@@]25(\C=C/C[NH+]4(CC[C@@]1(C3(/C=C\C(\OC)=C/C(/N(C)[C@H]1[C@](C(OC)=O)(O)C2)=3))[C@@H]45)),DEACETOXYVINDOLINE,['TERPENOID-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deacetylcolchicine,COC3(\C(=O)/C=C1(C(C2(\C(\OC)=C(C(/OC)=C\C(/CC[C@@H]1[NH3+])=2)\OC))=C/C=3)),CPD-9786,['TROPANE-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
deacetylisoipecoside,C=C[C@H]3([C@@H](O/C=C([C@@H](C[C@@H]1([NH2+]CCC2(/C=C(C(/O)=C\C/1=2)/O)))3)/C(=O)OC)O[C@H]4([C@H](O)[C@H]([C@H](O)[C@@H](CO)O4)O)),DEACETYLISOIPECOSIDE,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deacetylvindorosine,CC[C@@]25(\C=C/C[NH+]4(CC[C@@]1(C3(/C=C\C=C/C(/N(C)C1[C@@](O)(C(=O)OC)[C@H](O)2)=3))[C@@H]45)),CPD-19899,['TERPENOID-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deguelin,CC3(C)(OC4(\C=C/C5(/C(=O)[C@@H]1([C@@H](COC2(\C\1=C/C(/OC)=C(/C=2)/OC))OC(/C(\C=C/3)=4)=5)))),CPD-12163,['Rotenoids-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dehydro(indole-3-yl)acetonitrile,C(#N)\C=C1(C2(/C=C\C=C/C(/N=C\1)=2)),CPD-21440,['INDOLE-PHYTOALEXIN-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehydroabietadienal,CC(C2(\C=C1(CCC3([C@@](C1=CC=2)(CCC[C@]3(C=O)C)C))))C,CPD-8724,['Resin-Acids-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehydroabietadiene-diol,CC(C2(\C=C1(CCC3([C@@](C1=CC=2)(CCC[C@]3(C(O)O)C)C))))C,CPD-8723,['Resin-Acids-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehydroabietadienol,CC(C2(\C=C1(CCC3([C@@](C1=CC=2)(CCC[C@]3(CO)C)C))))C,CPD-8722,['Resin-Acids-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehydroabietate,CC(C2(\C=C1(CCC3([C@@](C1=CC=2)(CCC[C@]3(C(=O)[O-])C)C))))C,CPD-8725,['Resin-Acids-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehydroscoulerine,COC2(/C=C\C3(\C=C1(C4(\C=C(C(/OC)=C\C(/CC[N+]/1=C\C(C(\O)=2)=3)=4)\O)))),CPD-11852,['ISOQUINOLINE-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehydrosecodine,CCC1(\C=C/C[NH+](\C=1)CCC2(\C3(/C=C\C=C/C(/NC(/C(C(=O)OC)=C)=2)=3))),CPD-21545,['TERPENOID-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dehydrotomatidine,C[C@H]6(CC[C@@]1(O[C@@H]5([C@H]([C@H](C)1)[C@]4(C)([C@H]([C@H]3([C@@H]([C@]2(C)(C(/C[C@@H](O)CC2)=C/C3))CC4))C5)))(NC6)),CPD-22267,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin,C3(/C(/O)=C(C(/O)=C\C(\C1(C(/[O-])=C\C2(\C(\[O-])=C/C(/O)=C\C(\[O+]=1)=2)))=3)/O),CPD-7090,"['FLAVONOL-SYN', 'ANTHOCYANIN-SYN']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"delphinidin 3,3',5-tri-<i>O</i>-&beta;-D-glucoside",C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC4(\C5(/C=C(C(C2(\C=C(C(\O)=C(/C=2)\O)\O[C@H]3([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)))=[O+]C(\C=C(/C=4)\[O-])=5)/O[C@H]6([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O6)))),CPD-7966,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"delphinidin 3,5-di-<i>O</i>-&beta;-D-glucoside",C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C4(/C=C(C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C(\C=C(/C=3)\[O-])=4)/O[C@H]5([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)))),CPD-7139,"['ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"delphinidin 3,7-di <i>O</i>-&beta;-<i>D</i>-glucoside",C(O)[C@@H]1([C@H]([C@H](O)[C@@H](O)[C@@H](O1)OC2(\C=C(C3(\C=C(C(=[O+]C(\C=2)=3)C4(\C=C(C(\O)=C(/C=4)\O)\O))\O[C@H]5([C@H](O)[C@H]([C@H](O)[C@@H](CO)O5)O)))\[O-]))O),CPD-15290,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin 3-<i>O</i>-&beta;-<i>D</i>-sambubioside,C5(/C(/C4(/[O+]=C1(C(/C(/[O-])=C\C(\[O-])=C/1)=C/C(/O[C@@H]3(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O[C@@H]2(OC[C@@H](O)[C@H](O)[C@@H](O)2))3)CO))=4)))=C\C(\O)=C(C(/O)=5)\O),CPD-18092,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"delphinidin 3-<i>O</i>-(6""-<i>O</i>-malyl-&beta;-<i>D</i>-glucoside)",C(OC(C[C@@H](O)C([O-])=O)=O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/[O-])\[O-]))C4(\C=C(C(\O)=C(/C=4)\O)\O))),CPD-15288,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin 3-<i>O</i>-(6''-<i>O</i>-malonyl)-&beta;-glucoside,C(OC(CC(=O)[O-])=O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/[O-])\[O-]))),CPD-7862,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin 3-<i>O</i>-glucosyl-5-<i>O</i>-(caffeoylglucoside-3'-<i>O</i>-glucoside),C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC2(\C(\O)=C(/C=C(/C=2)/C6(C(/O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))=C\C7(\C(\O[C@H]5([C@H](O)[C@@H](O)[C@H](O)[C@@H](COC(=O)/C=C/C4(/C=C(C(/O)=C\C=4)/O))O5))=C/C(/[O-])=C\C(\[O+]=6)=7)))\O)),CPD-7963,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin 3-<i>O</i>-glucosyl-5-<i>O</i>-caffeoylglucoside,C(O)[C@@H]6([C@@H](O)[C@H](O)[C@@H](O)C(OC2(\C(C1(\C=C(C(\O)=C(/C=1)\O)\O))=[O+]C3(\C=C(/C=C(C(\C=2)=3)/OC5([C@H](O)[C@@H](O)[C@H](O)[C@@H](COC(=O)/C=C/C4(\C=C/C(/O)=C(C=4)/O))O5))\[O-])))O6),CPD-7960,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin 3-<i>O</i>-rutinoside,C[C@@H]5([C@@H](O)[C@H](O)[C@H](O)[C@H](OC[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C=C(/C=C(C(\C=3)=4)/[O-])\O))))O5),CPD-7145,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-(6-<i>O</i>-(4-<i>O</i>-(glucosyl)-oxybenzoyl)-glucoside),C[C@@H]8([C@@H](O)[C@H](O)[C@H](O)[C@H](OC[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O[C@@H]7(O[C@H](COC(=O)C6(\C=C/C(/O[C@@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)5))=C\C=6))[C@@H](O)[C@H](O)[C@@H](O)7))\[O-]))))O8),CPD-16560,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucoside),C[C@@H]7([C@@H](O)[C@H](O)[C@H](O)[C@H](OC[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O[C@@H]6(O[C@H](COC(=O)C5(\C=C/C(/O)=C\C=5))[C@@H](O)[C@H](O)[C@@H](O)6))\[O-]))))O7),CPD-16559,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-glucoside,C[C@@H]6([C@@H](O)[C@H](O)[C@H](O)[C@H](OC[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C=C(/C=C(C(\C=3)=4)/[O-])\O[C@@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)5)))))O6),CPD-16558,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin 3-<i>O</i>-sophoroside,C(O)[C@H]1([C@H](O)[C@H](O)[C@H](O)C(O1)O[C@H]2([C@@H](O)[C@@H](O)[C@H](CO)OC2OC4(\C(C3(\C=C(C(\O)=C(/C=3)\O)\O))=[O+]C5(\C=C(/C=C(C(\C=4)=5)/[O-])\O)))),CPD-7844,"['ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delphinidin-3-<i>O</i>-(6''-<i>O</i>-malonyl)-&beta;-glucoside-3'-<i>O</i>-&beta;-glucoside,C(O)[C@H]5(O[C@@H](OC1(\C(\O)=C(/C=C(/C=1)/C3(C(/O[C@H]2([C@H](O)[C@@H](O)[C@H](O)[C@@H](COC(CC(=O)[O-])=O)O2))=C\C4(\C(\[O+]=3)=C/C(/O)=C\C(\[O-])=4)))\O))[C@H](O)[C@@H](O)[C@H](O)5),CPD-7870,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demecolcine,C[NH2+][C@H]1(CCC3(\C=C(C(\OC)=C(C(/C2(C\1=C\C(=O)C(/OC)=C\C=2))=3)\OC)\OC)),CPD-9787,['TROPANE-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
demethoxycurcumin,COC1(/C=C(\C=C/C(/O)=1)/C=C/C(/O)=C/C(=O)/C=C/C2(\C=C/C(/O)=C\C=2)),CPD-12187,['POLYKETIDE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demethylsuberosin,CC(C)=CCC1(\C(\O)=C/C2(OC(=O)\C=C/C(\C=1)=2)),CPD-8192,['COUMARIN-SYN'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deoxyadlupulone,CCC(C)C(C1(/C(/O)=C(CC=C(C)C)\C(\[O-])=C(CC=C(C)C)/C(/O)=1))=O,CPD-19789,['TERPENOPHENOLICS-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
